"A._CID","B._Lib_Con","C._MID","F1.1","F1.2","F1.3","G1.1","G1.2","G1.3","G1.4","H1.1","H1.2","I1.1","I1.2","F1.4"
3,0,"LIB184",0,0,1,0,0,0,0,0,0,2,1,1
3,0,"LIB186",0,1,0,0,0,0,0,0,0,0,0,1
3,0,"LIB187",0,0,1,0,0,0,0,0,0,2,0,1
3,0,"LIB188",0,1,0,0,0,0,0,0,0,2,0,1
3,0,"LIB189",0,1,0,0,0,1,0,0,0,0,0,1
3,0,"LIB195",0,0,0,0,1,0,0,0,0,0,0,1
3,0,"LIB196",0,0,0,0,0,0,0,0,0,0,0,1
3,0,"LIB197",0,1,0,0,0,0,0,0,0,2,0,1
3,0,"LIB198",1,1,0,0,0,0,0,0,0,2,3,1
3,0,"LIB199",0,0,0,0,0,0,0,0,0,4,2,1
3,0,"LIB200",0,1,0,0,0,1,0,0,0,0,0,1
3,0,"LIB202",0,1,0,0,0,0,0,0,0,0,0,1
3,0,"LIB203",0,1,0,0,0,0,0,0,0,2,3,1
3,0,"LIB204",1,1,0,0,0,0,0,0,0,2,0,1
3,0,"LIB205",0,1,0,0,1,0,0,0,0,2,0,1
3,0,"LIB206",0,1,0,0,0,1,0,0,0,0,2,1
3,0,"LIB207",0,1,0,0,0,0,0,0,0,2,1,1
3,0,"LIB208",1,1,0,0,0,1,1,0,0,0,0,1
3,0,"LIB209",0,1,0,0,0,0,0,0,0,0,0,1
3,0,"LIB210",0,0,0,0,0,0,0,0,0,2,0,1
1,0,"LIB153",0,1,0,0,0,0,0,0,0,4,0,1
1,0,"LIB154",0,1,0,0,0,0,1,0,0,4,3,1
1,0,"LIB156",0,1,0,0,0,0,1,1,0,1,3,1
1,0,"LIB157",0,1,0,0,0,0,0,0,0,0,0,1
1,0,"LIB158",0,1,0,0,1,0,1,0,0,0,0,1
1,0,"LIB160",0,1,0,0,1,0,0,0,0,0,0,1
1,0,"LIB161",0,1,0,0,0,0,1,0,0,2,0,1
1,0,"LIB162",0,1,0,0,0,0,0,0,0,2,0,1
1,0,"LIB163",0,1,0,0,0,0,1,0,0,2,1,1
1,0,"LIB164",0,1,0,0,0,0,0,0,0,2,0,1
1,0,"LIB165",0,1,0,0,0,0,1,0,0,2,0,1
1,0,"LIB166",0,1,0,0,0,0,0,0,0,2,3,1
1,0,"LIB167",0,0,0,0,0,0,0,0,0,2,0,1
1,0,"LIB168",0,1,0,0,1,0,1,0,0,0,0,1
1,0,"LIB169",0,0,0,0,0,0,0,0,0,2,1,1
1,0,"LIB170",0,0,0,0,0,0,0,0,0,2,2,1
1,0,"LIB171",0,1,0,0,0,0,0,0,0,2,1,1
1,0,"LIB172",0,1,0,0,0,0,0,0,0,2,1,1
1,0,"LIB173",0,1,0,0,0,0,0,0,0,2,0,1
1,0,"LIB174",0,1,1,0,0,0,1,0,0,2,0,1
1,0,"LIB177",0,1,1,0,0,0,0,0,0,2,0,1
1,0,"LIB179",1,1,0,0,0,0,1,0,0,2,0,1
1,0,"LIB180",1,1,0,0,0,1,0,0,0,0,0,1
1,0,"LIB182",0,1,0,0,0,0,1,0,0,4,0,1
1,0,"LIB183",0,1,0,0,0,0,0,0,0,3,3,1
1,0,"LIB184",0,0,1,0,0,0,1,0,0,2,0,1
1,0,"LIB186",0,1,0,0,0,0,0,0,0,0,0,1
1,0,"LIB187",0,0,1,0,0,0,0,0,0,2,0,1
1,0,"LIB188",0,1,0,0,0,0,0,0,0,2,3,1
1,0,"LIB189",0,1,0,0,0,1,0,0,0,0,2,1
1,0,"LIB195",0,1,0,0,1,0,0,0,0,3,3,1
1,0,"LIB196",0,0,1,0,0,0,0,0,0,0,3,1
1,0,"LIB197",0,1,0,0,0,0,0,0,0,2,0,1
1,0,"LIB198",1,1,0,0,0,0,0,0,0,2,1,1
1,0,"LIB199",0,0,0,0,0,0,0,0,0,4,2,1
1,0,"LIB200",0,1,0,0,0,0,0,0,0,0,0,1
1,0,"LIB202",0,1,0,0,0,0,0,1,0,2,1,1
1,0,"LIB203",0,1,0,0,0,0,0,0,0,2,3,1
1,0,"LIB204",1,1,0,0,0,0,1,0,0,2,0,1
1,0,"LIB205",0,1,0,0,0,0,0,0,0,2,0,1
1,0,"LIB206",0,0,1,0,0,0,0,0,0,0,0,1
1,0,"LIB207",0,1,0,0,0,0,0,0,0,2,2,1
1,0,"LIB208",0,1,0,0,0,0,1,0,0,0,0,1
1,0,"LIB209",0,1,0,0,0,0,0,0,0,2,3,1
1,0,"LIB210",0,0,0,0,0,0,0,0,0,2,0,1
2,0,"LIB092",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB093",0,1,0,0,0,1,0,0,0,0,4,1
2,0,"LIB094",1,1,0,0,0,0,0,1,0,2,0,1
2,0,"LIB095",0,1,0,0,0,0,0,0,0,3,0,1
2,0,"LIB096",0,0,0,0,0,0,0,0,0,2,0,1
2,0,"LIB097",0,0,0,0,0,0,0,0,0,2,0,1
2,0,"LIB099",1,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB100",1,1,0,0,0,0,0,0,0,3,3,1
2,0,"LIB101",1,1,0,0,0,0,1,0,0,3,0,1
2,0,"LIB102",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB103",0,1,0,0,0,0,0,0,0,4,0,1
2,0,"LIB104",0,1,0,0,0,0,0,0,0,2,2,1
2,0,"LIB105",0,1,0,0,0,0,0,0,0,0,3,1
2,0,"LIB106",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB107",0,0,1,0,0,0,0,0,0,3,3,1
2,0,"LIB108",0,0,1,0,0,0,0,0,0,0,1,1
2,0,"LIB109",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB110",0,0,1,0,0,0,0,0,0,2,0,1
2,0,"LIB111",0,1,0,0,0,1,0,0,0,3,1,1
2,0,"LIB112",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB114",0,0,1,0,0,0,0,0,0,0,3,1
2,0,"LIB116",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB117",0,0,0,0,0,0,0,0,0,2,3,1
2,0,"LIB118",1,1,0,0,0,0,0,0,0,2,1,1
2,0,"LIB121",0,1,0,0,0,0,0,0,0,3,0,1
2,0,"LIB122",0,1,0,0,0,0,1,0,0,3,0,1
2,0,"LIB124",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB125",0,0,0,0,0,0,0,0,0,0,0,1
2,0,"LIB126",1,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB127",0,1,0,0,0,0,0,0,0,1,1,1
2,0,"LIB128",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB129",0,0,0,0,0,0,0,0,0,2,3,1
2,0,"LIB130",0,1,0,0,0,0,0,0,0,0,3,1
2,0,"LIB132",0,1,0,0,0,0,0,0,0,4,3,1
2,0,"LIB134",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB135",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB136",0,1,0,0,0,0,0,0,0,2,3,1
2,0,"LIB137",0,1,0,0,0,0,0,0,0,3,0,1
2,0,"LIB138",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB139",0,0,0,0,0,0,0,0,0,0,0,1
2,0,"LIB140",1,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB142",1,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB143",0,1,0,0,0,0,1,0,0,2,0,1
2,0,"LIB144",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB145",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB146",0,0,1,0,0,0,0,0,0,3,1,1
2,0,"LIB147",0,1,0,0,0,0,0,0,0,1,0,1
2,0,"LIB148",0,1,0,0,0,0,0,0,0,3,3,1
2,0,"LIB149",0,1,0,0,0,0,0,0,0,0,2,1
2,0,"LIB150",0,1,0,0,0,0,1,0,0,0,0,1
2,0,"LIB153",0,1,0,0,0,0,0,0,0,4,3,1
2,0,"LIB154",0,1,0,0,0,0,1,0,0,4,0,1
2,0,"LIB156",0,1,0,0,0,0,1,1,1,3,3,1
2,0,"LIB157",0,1,0,0,0,0,0,1,0,3,0,1
2,0,"LIB158",0,1,0,0,0,0,1,0,0,0,0,1
2,0,"LIB160",0,1,0,0,0,0,0,0,0,3,0,1
2,0,"LIB161",0,1,0,0,0,0,0,0,0,0,3,1
2,0,"LIB162",0,0,0,0,0,0,0,0,0,0,0,1
2,0,"LIB163",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB164",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB165",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB166",1,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB167",0,0,0,0,0,0,0,0,0,0,0,1
2,0,"LIB168",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB169",0,0,0,0,0,0,0,0,0,1,1,1
2,0,"LIB170",0,0,0,0,0,0,0,0,0,2,2,1
2,0,"LIB171",0,0,0,0,1,0,0,0,0,1,1,1
2,0,"LIB172",0,1,0,0,0,0,0,0,0,2,3,1
2,0,"LIB173",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB174",0,1,0,0,0,0,1,0,0,0,0,1
2,0,"LIB177",0,0,0,0,0,0,0,0,0,1,3,1
2,0,"LIB179",1,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB180",1,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB182",0,1,0,0,0,0,1,0,0,4,0,1
2,0,"LIB183",0,0,0,0,0,0,0,0,0,0,0,1
2,0,"LIB184",0,0,1,0,0,0,0,0,0,3,3,1
2,0,"LIB186",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB187",0,0,1,0,0,0,0,0,0,0,0,1
2,0,"LIB188",0,0,0,0,0,0,0,0,0,2,0,1
2,0,"LIB189",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB195",0,0,0,0,1,0,0,0,0,3,0,1
2,0,"LIB196",0,0,1,0,0,0,0,0,0,2,0,1
2,0,"LIB197",0,1,0,0,0,0,0,0,0,2,0,1
2,0,"LIB198",1,1,0,0,0,0,0,0,0,2,2,1
2,0,"LIB199",0,0,0,0,0,0,0,0,0,4,2,1
2,0,"LIB200",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB202",0,1,0,0,0,0,0,0,0,3,3,1
2,0,"LIB203",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB204",0,1,1,0,0,0,0,0,0,0,0,1
2,0,"LIB205",0,1,0,0,0,0,0,0,0,1,0,1
2,0,"LIB206",0,1,1,0,0,0,0,0,0,3,3,1
2,0,"LIB207",0,1,0,0,0,0,0,0,0,2,2,1
2,0,"LIB208",0,1,0,0,0,1,0,0,0,0,0,1
2,0,"LIB209",0,1,0,0,0,0,0,0,0,0,0,1
2,0,"LIB210",0,0,0,0,0,0,0,0,0,2,0,1
2,1,"CON001",1,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON003",0,1,0,0,0,0,0,0,0,1,1,1
2,1,"CON004",1,1,0,0,1,1,1,0,0,0,0,1
2,1,"CON005",0,1,0,0,0,0,1,0,0,1,0,1
2,1,"CON006",0,1,0,0,0,0,1,0,0,2,0,1
2,1,"CON007",0,1,0,1,1,0,0,0,0,2,0,1
2,1,"CON008",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON009",0,1,0,0,0,0,1,0,0,1,0,1
2,1,"CON010",0,1,1,0,0,0,0,0,0,2,0,1
2,1,"CON011",1,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON012",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON013",0,1,0,0,0,1,1,0,0,0,0,1
2,1,"CON015",0,0,0,0,0,0,0,0,0,2,2,1
2,1,"CON016",0,1,0,1,0,0,0,0,0,3,0,1
2,1,"CON017",0,0,0,1,0,0,0,0,0,2,3,1
2,1,"CON018",0,0,0,0,0,0,0,0,0,1,0,1
2,1,"CON019",0,0,1,0,0,0,0,0,0,0,0,1
2,1,"CON020",0,1,1,1,1,0,0,0,0,3,3,1
2,1,"CON021",1,1,0,0,0,0,1,0,0,1,0,1
2,1,"CON022",1,1,0,0,0,0,0,0,0,1,1,1
2,1,"CON023",1,1,0,0,0,0,0,0,0,3,3,1
2,1,"CON024",0,1,1,0,0,1,0,0,0,3,0,1
2,1,"CON025",0,1,0,0,0,0,0,1,1,1,1,1
2,1,"CON026",0,1,0,0,1,0,0,0,0,3,0,1
2,1,"CON027",0,1,0,0,0,0,0,0,0,2,3,1
2,1,"CON028",0,1,1,0,0,1,0,0,0,0,3,1
2,1,"CON029",0,1,0,0,0,1,0,0,0,3,3,1
2,1,"CON030",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON031",1,1,1,0,0,0,0,0,0,2,0,1
2,1,"CON032",0,1,0,0,0,0,0,0,0,3,0,1
2,1,"CON033",1,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON034",0,1,0,0,0,0,1,0,0,4,0,1
2,1,"CON035",0,0,0,0,0,0,0,0,0,3,3,1
2,1,"CON036",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON038",1,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON039",0,0,1,0,0,0,0,0,0,2,0,1
2,1,"CON040",0,0,0,0,0,0,0,0,0,3,0,1
2,1,"CON041",0,1,1,0,0,1,0,0,0,0,0,1
2,1,"CON043",0,0,0,0,0,0,0,0,0,3,3,1
2,1,"CON044",0,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON045",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON001",1,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON003",0,1,0,0,0,0,0,0,0,1,1,1
3,1,"CON004",1,1,0,0,1,1,1,0,0,0,0,1
3,1,"CON005",0,1,0,0,0,0,1,0,0,1,0,1
2,1,"CON046",0,1,0,0,0,0,0,0,0,1,0,1
3,1,"CON006",0,1,0,0,0,0,1,0,0,2,0,1
2,1,"CON047",0,1,0,0,0,0,0,0,0,1,1,1
3,1,"CON007",0,1,0,1,1,0,0,0,0,2,0,1
3,1,"CON008",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON009",0,1,0,0,0,0,1,0,0,1,0,1
3,1,"CON010",0,0,1,0,0,0,0,0,0,2,0,1
3,1,"CON011",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON012",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON013",0,1,0,0,0,1,1,0,0,0,0,1
2,1,"CON048",0,0,0,0,1,0,0,0,0,0,0,1
2,1,"CON049",0,1,0,1,1,0,0,0,0,3,0,1
2,1,"CON050",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON051",0,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON052",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON015",0,0,0,0,0,0,0,0,0,2,2,1
3,1,"CON016",0,1,0,1,0,0,0,0,0,3,0,1
3,1,"CON017",0,0,0,1,0,0,0,0,0,2,3,1
2,1,"CON054",0,1,1,0,0,0,0,0,0,0,0,1
3,1,"CON018",0,0,0,0,0,0,0,0,0,1,0,1
2,1,"CON055",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON019",0,0,1,0,0,0,0,0,0,0,0,1
2,1,"CON056",0,1,1,0,1,0,0,0,0,1,0,1
2,1,"CON057",0,1,0,0,0,0,0,1,0,0,4,1
2,1,"CON058",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON020",0,1,1,1,1,0,0,0,0,3,3,1
2,1,"CON059",0,1,0,0,0,1,1,0,0,0,0,1
3,1,"CON021",1,1,0,0,0,0,1,0,0,1,0,1
3,1,"CON022",1,1,0,0,0,0,0,0,0,1,1,1
3,1,"CON023",1,1,0,0,0,0,0,0,0,3,3,1
3,1,"CON024",0,1,0,0,0,1,0,0,0,0,3,1
3,1,"CON025",0,1,0,0,0,0,0,1,1,0,1,1
3,1,"CON026",0,1,0,0,1,0,0,0,0,3,0,1
3,1,"CON027",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON028",0,1,0,0,0,1,0,0,0,0,3,1
3,1,"CON029",0,1,0,0,0,1,0,0,0,3,3,1
3,1,"CON030",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON031",1,1,1,0,0,0,0,0,0,2,0,1
3,1,"CON032",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON033",1,1,0,0,0,0,0,0,0,4,0,1
3,1,"CON034",0,1,0,0,0,0,1,0,0,4,0,1
3,1,"CON035",0,0,0,0,0,0,0,0,0,3,3,1
3,1,"CON036",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON038",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON039",0,0,1,0,0,0,0,0,0,2,0,1
3,1,"CON040",0,0,0,0,0,0,0,0,0,3,0,1
3,1,"CON041",0,1,1,0,0,1,0,0,0,0,0,1
3,1,"CON043",0,0,0,0,0,0,0,0,0,3,3,1
3,1,"CON044",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON045",0,0,0,0,0,0,0,0,0,0,0,1
3,1,"CON046",0,1,0,0,0,0,0,0,0,1,0,1
3,1,"CON047",0,1,0,0,0,0,0,0,0,1,0,1
3,1,"CON048",0,0,0,0,1,0,0,0,0,0,0,1
3,1,"CON049",0,1,0,1,1,0,0,0,0,3,0,1
3,1,"CON050",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON051",0,1,0,0,0,0,0,0,0,4,0,1
3,1,"CON052",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON054",0,1,1,0,0,0,0,0,0,0,0,1
3,1,"CON055",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON056",0,0,1,0,1,0,0,0,0,1,0,1
3,1,"CON057",0,0,0,0,0,0,0,1,0,0,4,1
3,1,"CON058",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON059",0,1,1,0,0,1,1,0,0,0,0,1
2,1,"CON061",0,1,0,0,0,0,0,1,0,1,4,1
2,1,"CON063",1,1,0,0,0,0,0,0,0,0,3,1
2,1,"CON064",0,1,1,0,1,0,0,0,0,2,0,1
2,1,"CON065",0,1,0,0,0,1,0,0,0,3,4,1
2,1,"CON066",0,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON067",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON068",0,1,0,0,1,0,0,0,0,0,0,1
2,1,"CON069",1,1,0,0,0,0,0,1,0,2,0,1
2,1,"CON070",0,1,0,0,0,0,0,0,0,3,0,1
2,1,"CON071",1,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON072",1,1,0,0,0,0,0,0,0,3,3,1
2,1,"CON073",0,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON074",0,1,0,0,0,0,1,0,0,0,0,1
2,1,"CON075",0,1,1,0,0,1,0,0,0,3,0,1
2,1,"CON076",0,1,1,0,0,0,0,0,0,1,0,1
2,1,"CON077",0,1,1,0,0,0,0,0,0,2,0,1
2,1,"CON078",0,1,1,0,0,1,0,0,0,0,4,1
2,1,"CON080",0,1,1,0,0,0,0,0,0,1,0,1
2,1,"CON081",0,1,0,0,0,0,0,0,0,0,2,1
2,1,"CON082",0,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON083",0,1,0,0,0,0,1,0,0,0,0,1
2,1,"CON084",1,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON085",0,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON086",1,1,0,1,1,0,0,1,0,3,0,1
2,1,"CON087",0,1,0,0,1,0,0,0,0,3,0,1
2,1,"CON088",0,1,1,0,1,0,0,0,0,3,0,1
2,1,"CON089",0,1,0,0,0,0,0,0,0,0,4,1
2,1,"CON090",0,0,1,0,1,0,0,0,0,2,0,1
2,1,"CON091",0,1,0,1,1,0,0,0,0,0,0,1
2,1,"CON092",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON093",0,1,0,0,0,0,0,0,0,0,4,1
2,1,"CON094",0,0,0,0,0,0,0,0,0,3,3,1
2,1,"CON095",0,0,1,0,0,0,0,0,0,3,3,1
2,1,"CON096",0,1,0,0,0,0,0,0,0,3,0,1
2,1,"CON097",0,0,1,0,0,0,0,0,0,3,0,1
2,1,"CON098",0,1,0,0,0,0,0,0,0,3,4,1
2,1,"CON099",0,1,0,0,0,1,1,0,0,0,0,1
2,1,"CON100",0,1,0,0,0,0,0,0,0,2,3,1
2,1,"CON101",0,1,0,0,0,1,0,0,0,0,0,1
2,1,"CON102",0,1,0,0,0,0,0,0,1,2,3,1
2,1,"CON103",0,1,0,1,1,0,0,0,0,0,0,1
2,1,"CON104",1,1,0,0,0,0,1,0,0,1,0,1
1,1,"CON001",1,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON003",0,1,0,0,0,0,0,0,0,1,1,1
2,1,"CON105",1,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON004",0,1,0,0,0,1,1,0,0,0,0,1
1,1,"CON005",0,1,0,0,0,0,0,0,0,1,0,1
2,1,"CON106",0,1,0,0,0,1,1,0,0,0,0,1
1,1,"CON006",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON107",1,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON108",0,1,0,0,0,0,0,0,0,3,3,1
2,1,"CON109",0,1,0,0,0,0,0,0,0,3,0,1
2,1,"CON110",0,1,0,0,1,0,0,0,0,2,0,1
2,1,"CON111",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON007",0,1,0,1,0,1,0,0,0,0,0,1
2,1,"CON112",0,0,0,0,0,0,0,0,0,3,0,1
1,1,"CON008",0,1,0,0,0,0,1,0,0,2,3,1
2,1,"CON113",0,1,0,0,0,0,0,0,0,1,0,1
1,1,"CON009",0,1,0,0,0,0,1,0,0,2,0,1
2,1,"CON114",0,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON115",0,1,1,0,0,0,0,1,0,3,0,1
1,1,"CON010",0,1,1,0,0,0,0,0,1,4,0,1
2,1,"CON116",0,1,1,0,0,0,0,0,0,3,0,1
1,1,"CON011",1,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON061",0,0,0,0,0,0,0,1,0,3,4,1
