"A._CID","B._Lib_Con","C._MID","F1.1","F1.2","F1.3","G1.1","G1.2","G1.3","G1.4","H1.1","H1.2","I1.1","I1.2","F1.4"
2,1,"CON117",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON012",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON118",0,1,0,0,0,0,0,0,1,2,0,1
3,1,"CON063",0,1,0,0,0,0,0,0,0,3,0,1
1,1,"CON013",0,1,0,0,0,1,1,0,0,0,0,1
2,1,"CON119",0,0,0,0,0,0,1,0,0,2,0,1
2,1,"CON120",0,0,0,0,0,0,0,0,0,3,0,1
1,1,"CON015",0,0,0,0,0,0,0,0,0,2,2,1
1,1,"CON017",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON018",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON019",0,0,1,0,0,0,0,0,0,0,2,1
1,1,"CON020",0,1,0,1,1,0,0,0,0,0,0,1
1,1,"CON021",1,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON022",1,1,0,0,0,0,0,0,0,4,3,1
1,1,"CON023",1,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON024",0,0,0,0,0,0,0,0,0,0,0,1
1,1,"CON025",0,1,0,0,0,0,0,1,1,3,3,1
1,1,"CON026",0,1,0,0,1,0,0,0,0,2,3,1
1,1,"CON027",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON028",0,1,0,1,0,0,0,0,0,0,1,1
1,1,"CON029",0,0,1,0,0,0,0,0,0,0,0,1
1,1,"CON030",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON016",0,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON121",0,0,0,0,0,0,0,0,0,3,3,1
2,1,"CON122",0,1,0,0,1,0,0,0,0,2,0,1
2,1,"CON123",0,0,1,0,0,0,0,0,0,1,4,1
2,1,"CON124",0,0,1,0,0,0,0,0,0,4,0,1
2,1,"CON125",0,1,0,0,0,0,1,0,0,2,0,1
2,1,"CON126",0,0,0,1,1,0,0,0,0,3,0,1
2,1,"CON127",0,1,0,0,0,1,0,0,0,0,0,1
2,1,"CON128",1,1,0,0,0,1,0,0,0,0,0,1
2,1,"CON129",0,1,0,1,1,0,0,0,0,0,0,1
2,1,"CON130",0,1,0,0,0,0,1,0,0,4,0,1
2,1,"CON131",0,1,0,0,0,0,1,0,0,2,0,1
2,1,"CON132",0,0,0,0,0,0,0,0,0,0,0,1
2,1,"CON133",1,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON134",0,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON135",0,1,0,0,0,0,0,1,0,0,0,1
2,1,"CON136",0,0,0,0,0,0,0,0,0,3,3,1
2,1,"CON137",0,0,0,0,0,0,1,0,0,4,0,1
2,1,"CON138",0,0,1,0,0,0,0,0,0,0,4,1
2,1,"CON139",0,1,0,0,0,1,0,0,0,0,4,1
2,1,"CON140",0,1,0,1,0,0,0,0,0,0,2,1
2,1,"CON141",1,1,0,0,0,1,0,0,0,0,0,1
2,1,"CON144",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON145",0,0,0,0,0,0,0,1,0,3,0,1
2,1,"CON146",0,0,0,0,0,1,0,0,0,3,4,1
2,1,"CON147",0,1,0,0,0,0,1,0,1,2,0,1
2,1,"CON148",0,1,0,0,0,0,1,0,0,4,0,1
2,1,"CON149",0,0,0,0,0,0,0,0,0,0,0,1
2,1,"CON150",0,0,0,0,1,0,0,0,0,2,2,1
2,1,"CON151",0,0,1,0,0,0,0,0,0,3,3,1
2,1,"CON152",0,1,0,1,1,0,0,0,0,0,0,1
2,1,"CON153",0,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON154",0,1,0,0,0,0,0,0,1,3,0,1
2,1,"CON155",0,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON156",0,0,0,0,1,0,0,0,0,2,0,1
2,1,"CON157",0,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON158",0,1,0,0,0,1,0,0,0,0,2,1
2,1,"CON159",0,1,0,0,0,1,0,0,0,3,0,1
2,1,"CON160",0,1,1,0,0,0,0,0,0,0,2,1
2,1,"CON161",1,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON162",0,1,0,0,0,1,0,0,0,0,0,1
2,1,"CON163",0,1,0,0,1,0,0,0,0,4,0,1
2,1,"CON164",0,1,0,0,0,1,1,0,0,0,0,1
2,1,"CON165",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON166",0,1,0,0,0,0,0,0,0,4,0,1
2,1,"CON167",0,1,0,0,0,0,0,0,0,1,0,1
2,1,"CON168",0,1,0,0,0,1,0,1,0,0,0,1
2,1,"CON169",0,1,0,0,0,0,0,0,0,2,0,1
2,1,"CON170",1,1,0,0,0,0,1,0,0,3,0,1
2,1,"CON172",0,1,0,0,0,0,1,0,0,0,0,1
2,1,"CON173",0,1,0,0,0,0,1,0,0,0,0,1
2,1,"CON174",0,1,0,0,1,0,0,0,0,3,0,1
2,1,"CON175",0,1,0,0,0,0,0,0,0,0,0,1
2,1,"CON176",0,1,0,0,0,0,0,0,0,1,0,1
2,1,"CON177",0,1,0,0,0,0,1,0,0,1,0,1
2,1,"CON178",0,1,0,0,0,0,1,0,0,0,0,1
2,1,"CON179",1,1,0,0,0,0,1,0,0,0,0,1
2,1,"CON180",0,1,0,0,0,0,1,0,0,3,0,1
3,1,"CON064",0,1,1,0,1,0,0,0,0,2,0,1
3,1,"CON065",0,1,0,0,0,1,0,0,0,0,4,1
3,1,"CON066",0,1,0,0,0,0,0,0,0,4,0,1
3,1,"CON067",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON068",0,1,0,0,1,0,0,0,0,0,0,1
3,1,"CON069",1,1,0,0,0,0,0,1,0,2,0,1
3,1,"CON070",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON071",1,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON072",1,1,0,0,0,0,0,0,0,3,2,1
3,1,"CON073",0,1,0,0,0,0,0,0,0,4,0,1
3,1,"CON074",0,1,0,0,0,0,1,0,0,0,0,1
3,1,"CON075",0,1,0,0,0,0,0,0,0,0,3,1
3,1,"CON076",0,1,1,0,0,0,0,0,0,1,0,1
3,1,"CON077",0,0,1,0,0,0,0,0,0,3,0,1
3,1,"CON078",0,1,1,0,0,1,0,0,0,0,4,1
3,1,"CON080",0,0,1,0,0,0,0,0,0,3,3,1
3,1,"CON081",0,1,0,0,0,0,0,0,0,0,2,1
3,1,"CON082",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON083",0,1,0,0,0,0,1,0,0,0,0,1
3,1,"CON084",1,1,1,0,0,0,0,0,0,4,3,1
3,1,"CON085",0,1,0,0,0,0,0,0,0,4,0,1
3,1,"CON086",1,1,0,0,1,0,0,0,0,2,0,1
3,1,"CON087",0,1,0,0,1,0,0,0,0,3,0,1
1,1,"CON031",1,1,1,0,0,0,1,0,0,2,0,1
1,1,"CON033",1,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON034",0,1,0,0,0,0,0,0,0,4,3,1
1,1,"CON036",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON032",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON038",1,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON039",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON040",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON035",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON041",0,1,1,0,1,1,0,0,1,0,3,1
1,1,"CON043",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON044",0,1,0,0,0,0,0,0,0,3,3,1
1,1,"CON045",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON046",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON047",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON048",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON049",0,1,0,0,1,0,0,0,0,1,0,1
1,1,"CON050",0,1,0,0,1,0,1,0,0,2,0,1
1,1,"CON051",0,1,0,0,0,0,0,0,0,4,0,1
1,1,"CON052",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON054",0,1,0,0,0,1,0,0,0,0,2,1
1,1,"CON055",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON056",0,0,1,0,0,0,0,0,0,2,0,1
1,1,"CON057",0,1,0,0,0,1,0,0,0,0,4,1
1,1,"CON058",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON059",0,1,1,0,0,1,1,0,0,0,0,1
1,1,"CON061",0,1,0,0,0,0,0,0,0,0,4,1
1,1,"CON063",0,1,0,0,0,0,0,0,0,3,3,1
1,1,"CON064",0,1,0,0,1,0,0,0,0,2,3,1
1,1,"CON065",0,1,0,0,0,0,0,0,0,0,4,1
1,1,"CON066",0,1,0,0,0,0,0,0,0,4,1,1
1,1,"CON067",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON068",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON070",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON071",1,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON072",1,1,0,0,0,0,0,0,0,3,3,1
1,1,"CON073",0,1,0,0,0,0,0,0,0,4,3,1
1,1,"CON069",1,1,0,0,0,0,1,1,0,2,3,1
1,1,"CON074",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON075",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON077",0,1,1,0,0,0,0,0,0,2,0,1
1,1,"CON078",0,0,1,0,0,1,0,0,0,0,4,1
1,1,"CON076",0,0,1,0,0,0,0,0,0,1,3,1
1,1,"CON080",0,1,1,0,0,0,1,0,0,2,0,1
1,1,"CON081",0,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON082",0,1,0,0,0,0,0,0,0,3,3,1
1,1,"CON083",0,1,0,0,0,0,1,0,0,1,3,1
1,1,"CON084",1,1,1,0,0,0,0,0,1,4,3,1
1,1,"CON085",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON086",0,1,0,0,1,0,0,0,0,2,3,1
1,1,"CON087",0,1,0,1,1,0,1,0,1,0,0,1
1,1,"CON088",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON089",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON090",0,0,1,0,0,0,0,0,0,2,3,1
3,1,"CON088",0,1,1,0,1,0,0,0,0,3,0,1
3,1,"CON089",0,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON090",0,0,1,0,1,0,0,0,0,2,0,1
3,1,"CON092",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON093",0,1,0,0,0,0,0,1,0,0,4,1
3,1,"CON094",0,1,0,0,1,0,0,0,0,0,0,1
3,1,"CON095",0,0,1,0,0,0,0,0,0,2,0,1
3,1,"CON096",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON097",0,0,1,0,0,0,0,0,0,0,0,1
3,1,"CON098",0,1,0,0,0,0,0,0,0,3,4,1
3,1,"CON099",1,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON100",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON101",0,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON102",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON104",1,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON105",1,1,0,0,1,0,0,0,0,2,0,1
3,1,"CON106",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON107",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON108",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON109",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON110",0,1,1,1,1,0,0,0,0,0,0,1
3,1,"CON091",0,1,0,1,1,0,0,0,0,0,0,1
3,1,"CON103",0,1,0,1,1,0,0,0,0,0,0,1
3,1,"CON111",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON112",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON113",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON114",0,1,0,0,0,0,0,0,0,4,0,1
3,1,"CON115",0,1,1,0,0,0,0,0,0,3,3,1
3,1,"CON116",0,1,0,0,1,0,0,0,0,3,0,1
3,1,"CON117",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON118",1,1,0,0,0,0,0,1,1,1,3,1
3,1,"CON119",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON120",0,0,0,0,0,0,0,0,0,2,3,1
1,1,"CON091",0,1,0,1,0,1,0,0,0,0,0,1
1,1,"CON092",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON093",0,1,0,0,0,0,0,0,0,0,4,1
1,1,"CON094",0,1,0,1,0,0,0,0,0,0,2,1
1,1,"CON095",0,1,1,0,0,0,0,0,0,2,0,1
1,1,"CON096",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON097",0,0,1,0,0,0,0,0,0,2,0,1
1,1,"CON098",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON099",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON100",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON101",0,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON102",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON104",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON105",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON106",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON107",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON108",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON109",0,1,0,0,0,0,0,0,1,3,3,1
1,1,"CON110",0,1,0,1,1,0,0,0,0,0,0,1
1,1,"CON111",0,1,0,0,0,0,1,0,0,2,3,1
1,1,"CON112",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON113",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON114",0,1,0,0,0,0,0,0,0,4,2,1
1,1,"CON115",0,1,1,0,0,0,0,0,0,0,3,1
1,1,"CON116",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON117",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON118",0,1,0,0,0,0,0,0,1,2,3,1
1,1,"CON119",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON120",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON121",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON122",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON121",0,0,0,0,0,0,0,0,0,3,3,1
3,1,"CON122",0,1,0,0,1,0,0,0,0,2,0,1
3,1,"CON123",0,0,1,0,0,0,0,0,0,0,4,1
1,1,"CON123",0,0,0,0,0,0,0,0,0,1,4,1
3,1,"CON124",0,1,1,0,0,0,0,0,0,4,0,1
3,1,"CON125",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON124",0,1,1,0,0,0,0,0,0,4,0,1
3,1,"CON126",0,1,0,1,0,0,0,0,0,0,2,1
1,1,"CON125",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON127",0,1,0,1,0,0,0,0,0,0,0,1
3,1,"CON128",1,1,0,0,0,1,0,0,0,0,2,1
1,1,"CON126",0,1,0,0,0,1,0,0,0,0,2,1
3,1,"CON129",0,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON103",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON127",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON128",1,1,0,0,0,1,0,0,0,0,1,1
1,1,"CON129",0,1,0,1,1,1,0,0,0,0,0,1
1,1,"CON130",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON131",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON132",0,1,0,0,0,0,0,0,0,0,2,1
1,1,"CON133",1,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON134",1,1,1,0,0,0,0,0,0,2,0,1
1,1,"CON135",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON136",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON137",0,1,0,0,0,0,0,0,0,4,0,1
1,1,"CON138",0,1,1,0,0,0,0,0,0,0,4,1
1,1,"CON139",0,0,0,0,0,0,0,0,0,2,0,1
1,1,"CON140",0,1,0,0,0,1,0,0,0,0,2,1
1,1,"CON141",1,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON144",0,1,0,0,1,0,0,0,0,2,3,1
1,1,"CON145",0,1,0,0,1,0,0,1,0,0,0,1
1,1,"CON146",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON147",0,1,0,0,0,0,1,0,0,1,3,1
1,1,"CON148",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON149",0,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON150",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON151",0,0,1,0,0,0,0,0,0,2,0,1
1,1,"CON152",0,1,0,1,1,0,0,0,0,0,0,1
1,1,"CON153",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON154",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON155",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON156",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON157",0,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON158",0,1,0,0,0,1,0,0,0,0,2,1
1,1,"CON159",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON160",0,1,1,0,0,0,0,0,0,2,0,1
1,1,"CON161",0,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON162",0,1,1,0,0,0,0,0,0,0,0,1
1,1,"CON163",0,1,0,0,1,0,0,0,0,4,0,1
1,1,"CON164",0,1,0,0,0,0,1,0,0,0,0,1
1,1,"CON165",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON166",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON167",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON168",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON169",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON170",1,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON172",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON173",0,1,0,0,0,1,0,0,0,0,3,1
1,1,"CON174",0,1,0,0,1,0,0,0,0,3,3,1
1,1,"CON175",0,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON176",0,1,0,0,0,0,0,0,0,1,0,1
1,1,"CON177",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON178",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON179",1,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON180",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON130",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON131",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON132",0,1,0,0,0,0,0,0,0,0,2,1
3,1,"CON133",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON134",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON135",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON136",0,0,0,0,0,0,0,0,0,2,3,1
3,1,"CON137",0,1,0,0,0,0,1,0,0,4,0,1
3,1,"CON138",0,1,1,0,0,0,0,0,0,0,4,1
3,1,"CON139",0,0,0,0,0,1,0,0,0,2,0,1
3,1,"CON140",0,1,0,0,0,1,0,0,0,0,2,1
3,1,"CON141",1,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON144",0,1,0,0,1,0,0,0,0,2,0,1
3,1,"CON145",0,1,0,0,1,0,0,1,0,0,0,1
3,1,"CON146",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON147",0,1,0,0,0,0,1,0,0,1,0,1
3,1,"CON148",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON149",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON150",0,1,0,0,0,0,0,0,0,2,2,1
3,1,"CON151",0,0,1,0,0,0,0,0,0,2,0,1
3,1,"CON152",0,1,0,1,1,0,0,0,0,0,0,1
3,1,"CON153",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON154",0,1,0,0,0,0,0,0,0,2,1,1
3,1,"CON155",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON156",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON157",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON158",0,1,0,0,0,1,0,0,0,0,2,1
3,1,"CON159",0,1,0,0,0,0,1,0,0,3,0,1
3,1,"CON160",0,1,1,0,0,0,0,0,0,2,0,1
3,1,"CON161",1,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON162",0,1,0,0,0,1,1,0,0,0,0,1
3,1,"CON163",0,1,0,0,1,0,0,0,0,4,0,1
3,1,"CON164",0,1,0,0,0,1,1,0,0,0,0,1
3,1,"CON165",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON166",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON167",0,1,0,0,0,0,0,0,0,1,0,1
3,1,"CON168",0,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON169",0,1,0,1,0,0,0,0,0,2,0,1
3,1,"CON170",1,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON172",0,1,0,0,0,0,1,0,0,0,0,1
3,1,"CON173",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON174",0,1,0,1,1,0,0,0,0,3,0,1
3,1,"CON175",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON176",0,1,0,0,0,0,0,0,0,1,0,1
3,1,"CON177",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON178",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON179",1,1,0,0,0,0,0,0,0,0,3,1
3,1,"CON180",0,1,0,0,0,0,1,0,0,2,0,1
